config,model,mean_R2,median_R2,sd_R2,iqr_R2,mean_RMSE,mean_MAE,mean_Spearman,feature_count,target
M1_Core,HuberRegressor,-0.6265337121267979,-0.15539404213698016,2.477849211914307,0.2720674911067049,2.721975196767859,1.3229659688015831,0.34193479648631586,5,Fe_num
M1_Core,Lasso,-1.614429354754495,-0.17593024079954755,5.754570127424642,0.20591567295470936,2.740378107894943,1.4983447994558232,0.10380952380952384,5,Fe_num
M1_Core,RandomForest,-11.978956039028517,-0.2773867971408508,47.785630134479696,0.7650557483252098,2.9950699933588196,1.6788578577195923,-0.20476190476190478,5,Fe_num
M1_Core,Ridge,-2.5793359260003412,-0.16208245552637512,10.342031020290891,0.29786471164066874,2.7184276670174476,1.4722321183444604,0.25414567136029736,5,Fe_num
M1_Core,SVR_RBF,-0.6608865114314503,-0.18054490034755388,2.1320236038076046,0.2910752737892286,2.7157115774305858,1.3767681607814657,0.21904761904761907,5,Fe_num
M2_Core_Salinity,ElasticNet,-2.270040762318096,-0.1661540867111091,9.083054467195202,0.41218272995383876,2.72814308703188,1.4988092070000798,0.15904761904761908,6,Fe_num
M2_Core_Salinity,ExtraTrees,-5.515763276810354,-0.18691698557791714,22.279300931700394,0.5079132097499601,2.8170688799836636,1.5758111632684564,-0.028571428571428584,6,Fe_num
M2_Core_Salinity,GradientBoosting,-17.204137521311303,-0.43790324472507614,70.72024480614317,1.8387231418892436,3.093681120737806,1.7564195869927652,-0.14762970157169775,6,Fe_num
M2_Core_Salinity,HuberRegressor,-1.4583260859916785,-0.17640134866058022,6.469448699028937,0.18600955852701095,2.750929773640051,1.356968336246685,0.22384777407496131,6,Fe_num
M2_Core_Salinity,Lasso,-1.8364788433626353,-0.18560097631764716,6.843662620616206,0.19975801604900933,2.7497214732716846,1.5065649667860894,0.08666666666666668,6,Fe_num
M2_Core_Salinity,RandomForest,-11.294190292910374,-0.3022416044743954,45.3868313408478,0.6480188274137275,2.9934294112216624,1.6826597370354253,-0.22380952380952382,6,Fe_num
M2_Core_Salinity,Ridge,-3.328359964947529,-0.19277773767453943,13.85273948397367,0.25216340244738333,2.7646500382200907,1.5013952593187476,0.12471554585036994,6,Fe_num
M2_Core_Salinity,SVR_RBF,-1.2958679795500958,-0.1768215561935178,5.130148424964656,0.29938699871165275,2.7319899944839814,1.3891367286100929,0.200952380952381,6,Fe_num
M3_Core_IonRatios,ElasticNet,-1.9185849320272517,-0.14216612794631533,6.9647703135372865,0.35657336377501747,2.7137590273084076,1.4853115916984776,0.2462390966762483,8,Fe_num
